Company,Rating,Review
Tata Consultancy Services,3.9
Accenture,4.1
Deloitte,4.0
Amazon,4.2
HCL Technologies,3.7
EY,3.9
IBM,4.1
Wipro,3.8
Infosys,3.9
Cognizant Technology Solutions,3.9
